ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Ihanja-1_eye-1,,Ihanja,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Ikuna-1_eye-1,,Ikuna,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Itambo-1_eye-1,,Itambo,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Itipula-1_eye-1,,Itipula,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Kanamalenga-1_eye-1,,Kanamalenga,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Liwengi-1_eye-1,,Liwengi,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Lwanzali-1_eye-1,,Lwanzali,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Makanjaula-1_eye-1,,Makanjaula,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Ujindile-1_eye-1,,Ujindile,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Ukalawa-1_eye-1,,Ukalawa,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Utalingoro-1_eye-1,,Utalingoro,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Utengule-1_eye-1,,Utengule,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Wangama-1_eye-1,,Wangama,1_eye,liːho,liːho,l iː h o,,Mitterhofer2013,,false,^l iː h o$,default
Ihanja-2_eyebrow-1,,Ihanja,2_eyebrow,ŋiːti,ŋiːti,ŋ iː t i,,Mitterhofer2013,,false,^ŋ iː t i$,default
Ikuna-2_eyebrow-1,,Ikuna,2_eyebrow,ŋiti,ŋiti,ŋ i t i,,Mitterhofer2013,,false,^ŋ i t i$,default
Itambo-2_eyebrow-1,,Itambo,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Itipula-2_eyebrow-1,,Itipula,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Kanamalenga-2_eyebrow-1,,Kanamalenga,2_eyebrow,ŋiːti,ŋiːti,ŋ iː t i,,Mitterhofer2013,,false,^ŋ iː t i$,default
Liwengi-2_eyebrow-1,,Liwengi,2_eyebrow,ŋope,ŋope,ŋ o p e,,Mitterhofer2013,,false,^ŋ o p e$,default
Lwanzali-2_eyebrow-1,,Lwanzali,2_eyebrow,lukumbi,lukumbi,l u k u m b i,,Mitterhofer2013,,false,^l u k u m b i$,default
Makanjaula-2_eyebrow-1,,Makanjaula,2_eyebrow,ŋoːpe,ŋoːpe,ŋ oː p e,,Mitterhofer2013,,false,^ŋ oː p e$,default
Ujindile-2_eyebrow-1,,Ujindile,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Ukalawa-2_eyebrow-1,,Ukalawa,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Utalingoro-2_eyebrow-1,,Utalingoro,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Utengule-2_eyebrow-1,,Utengule,2_eyebrow,ŋuː6,ŋuː6,ŋ uː ɐ,,Mitterhofer2013,,false,^ŋ uː 6$,default
Wangama-2_eyebrow-1,,Wangama,2_eyebrow,ŋuːmbi,ŋuːmbi,ŋ uː m b i,,Mitterhofer2013,,false,^ŋ uː m b i$,default
Ikuna-3_ear-1,,Ikuna,3_ear,lisiːhitsa,lisiːhitsa,l i s iː h i ts a,,Mitterhofer2013,,false,^l i s iː h i ts a$,default
Itipula-3_ear-1,,Itipula,3_ear,liːtwi,liːtwi,l iː t w i,,Mitterhofer2013,,false,^l iː tw i$,default
Kanamalenga-3_ear-1,,Kanamalenga,3_ear,lisiːhidʒa,lisiːhidʒa,l i s iː h i dʒ a,,Mitterhofer2013,,false,^l i s iː h i dʒ a$,default
Liwengi-3_ear-1,,Liwengi,3_ear,libulugutu/lisiːhidza,libulugutu,l i b u l u g u t u,,Mitterhofer2013,,false,^l i b u l u g u t u$,default
